Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2024,Bannock,ID,Passenger,1,0,1,8,9,11.11
February 28 2018,Lee,AL,Passenger,1,0,1,34,35,2.86
January 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
June 30 2023,Otero,NM,Passenger,0,1,1,28,29,3.45
February 28 2021,Kitsap,WA,Passenger,1640,776,2416,178899,181315,1.33
April 30 2020,Sussex,NJ,Passenger,1,0,1,3,4,25
July 31 2024,Wahkiakum,WA,Passenger,41,25,66,3061,3127,2.11
February 28 2021,Wise,TX,Passenger,1,0,1,9,10,10
August 31 2019,Saginaw,MI,Passenger,1,0,1,13,14,7.14
March 31 2023,La Plata,CO,Passenger,1,0,1,9,10,10
February 28 2025,Loudoun,VA,Truck,1,0,1,7,8,12.5
March 31 2024,Sauk,WI,Passenger,0,1,1,0,1,100
November 30 2025,Clark,WA,Passenger,12301,4088,16389,315056,331445,4.94
March 31 2019,New London,CT,Passenger,0,1,1,247,248,0.4
January 31 2023,Larimer,CO,Passenger,1,0,1,59,60,1.67
July 31 2023,Fairfax,VA,Passenger,15,3,18,669,687,2.62
June 30 2021,San Diego,CA,Passenger,18,6,24,2692,2716,0.88
December 31 2024,Norfolk,MA,Passenger,1,1,2,22,24,8.33
September 30 2022,Skamania,WA,Passenger,85,51,136,8085,8221,1.65
December 31 2018,San Juan,PR,Passenger,0,1,1,5,6,16.67
October 31 2019,Skagit,WA,Truck,1,0,1,32536,32537,0
February 28 2026,Muscogee,GA,Passenger,2,1,3,95,98,3.06
July 31 2018,San Juan,PR,Passenger,0,1,1,4,5,20
February 28 2022,Rockingham,NH,Passenger,1,0,1,22,23,4.35
November 30 2024,Middlesex,CT,Passenger,1,0,1,6,7,14.29
January 31 2023,Wise,TX,Passenger,2,0,2,11,13,15.38
September 30 2022,Loudoun,VA,Passenger,2,1,3,69,72,4.17
December 31 2025,Clark,WA,Truck,450,0,450,79224,79674,0.56
March 31 2022,Yavapai,AZ,Passenger,0,1,1,48,49,2.04
May 31 2024,Richmond,GA,Passenger,0,2,2,67,69,2.9
November 30 2022,Beaufort,SC,Passenger,2,0,2,40,42,4.76
October 31 2019,Ada,ID,Passenger,0,2,2,338,340,0.59
March 31 2021,San Bernardino,CA,Passenger,1,0,1,406,407,0.25
August 31 2018,Allegheny,PA,Passenger,1,0,1,83,84,1.19
June 30 2018,Carroll,NH,Passenger,0,1,1,1,2,50
November 30 2022,Skagit,WA,Passenger,904,351,1255,89111,90366,1.39
March 31 2021,Palm Beach,FL,Passenger,1,1,2,84,86,2.33
February 29 2024,Brevard,FL,Passenger,1,1,2,78,80,2.5
January 31 2024,Broward,FL,Passenger,1,0,1,74,75,1.33
December 31 2019,San Joaquin,CA,Passenger,1,0,1,154,155,0.65
August 31 2018,Maui,HI,Passenger,1,0,1,56,57,1.75
October 31 2023,Harrison,MS,Passenger,1,0,1,43,44,2.27
October 31 2022,Washoe,NV,Passenger,1,0,1,93,94,1.06
February 28 2017,Pend Oreille,WA,Passenger,1,4,5,9301,9306,0.05
September 30 2023,Wake,NC,Passenger,7,1,8,128,136,5.88
March 31 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
April 30 2023,Island,WA,Passenger,1002,418,1420,60481,61901,2.29
November 30 2021,Wilson,TX,Passenger,0,1,1,3,4,25
February 29 2020,Tarrant,TX,Passenger,3,0,3,213,216,1.39
January 31 2024,Lincoln,OR,Passenger,2,0,2,33,35,5.71
October 31 2025,Adams,WA,Passenger,75,25,100,13460,13560,0.74
January 31 2024,Shelby,AL,Passenger,1,0,1,6,7,14.29
May 31 2025,Pulaski,AR,Truck,1,0,1,3,4,25
December 31 2022,Prince George,VA,Passenger,1,0,1,62,63,1.59
January 31 2018,Lane,OR,Passenger,0,1,1,211,212,0.47
March 31 2017,Nassau,NY,Passenger,0,1,1,40,41,2.44
November 30 2022,Centre,PA,Passenger,1,0,1,11,12,8.33
March 31 2025,El Paso,CO,Truck,1,0,1,131,132,0.76
November 30 2021,Cumberland,NC,Passenger,0,2,2,420,422,0.47
January 31 2025,DuPage,IL,Passenger,8,0,8,36,44,18.18
December 31 2020,Spokane,WA,Truck,0,0,0,100564,100564,0
November 30 2023,Schuylkill,PA,Passenger,1,0,1,2,3,33.33
October 31 2019,Pierce,WA,Truck,0,0,0,140531,140531,0
December 31 2021,Sarpy,NE,Passenger,1,0,1,75,76,1.32
June 30 2021,Clallam,WA,Truck,1,0,1,21995,21996,0
May 31 2025,Leavenworth,KS,Passenger,2,1,3,75,78,3.85
November 30 2025,Norfolk,MA,Passenger,1,1,2,19,21,9.52
March 31 2021,Kitsap,WA,Truck,0,0,0,54275,54275,0
November 30 2024,Dallas,TX,Truck,1,0,1,20,21,4.76
December 31 2020,Maricopa,AZ,Passenger,7,11,18,1676,1694,1.06
February 28 2017,Kittitas,WA,Passenger,15,15,30,27049,27079,0.11
May 31 2019,Nueces,TX,Passenger,1,1,2,97,99,2.02
September 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
August 31 2018,Clackamas,OR,Passenger,0,1,1,241,242,0.41
March 31 2023,Goochland,VA,Passenger,3,2,5,141,146,3.42
January 31 2023,Sarasota,FL,Passenger,1,0,1,40,41,2.44
March 31 2025,Bexar,TX,Passenger,6,3,9,371,380,2.37
October 31 2023,Hillsborough,FL,Passenger,3,1,4,144,148,2.7
April 30 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
June 30 2020,Hawaii,HI,Passenger,1,0,1,68,69,1.45
March 31 2020,Thurston,WA,Truck,0,0,0,55600,55600,0
February 28 2021,Fairfax,VA,Passenger,8,3,11,747,758,1.45
June 30 2025,Prince William,VA,Passenger,2,4,6,146,152,3.95
August 31 2020,Grays Harbor,WA,Truck,0,0,0,20998,20998,0
December 31 2022,Sumter,SC,Passenger,0,1,1,27,28,3.57
December 31 2021,Jefferson,WA,Truck,0,0,0,9590,9590,0
February 28 2019,Maui,HI,Passenger,2,0,2,50,52,3.85
July 31 2019,Allegheny,PA,Passenger,2,0,2,84,86,2.33
November 30 2017,Dakota,MN,Passenger,0,2,2,42,44,4.55
September 30 2020,Howard,IN,Passenger,0,1,1,4,5,20
December 31 2024,Essex,MA,Passenger,1,0,1,14,15,6.67
May 31 2022,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
August 31 2020,Riverside,CA,Passenger,5,0,5,693,698,0.72
November 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
November 30 2020,Clark,WA,Truck,0,0,0,83141,83141,0
January 31 2025,Horry,SC,Passenger,1,1,2,11,13,15.38
January 31 2021,Cowlitz,WA,Passenger,188,129,317,72111,72428,0.44
October 31 2023,,,Passenger,11,3,14,361,375,3.73
February 28 2021,Shelby,OH,Passenger,0,1,1,3,4,25
October 31 2018,Franklin,WA,Truck,0,0,0,18946,18946,0
December 31 2019,Solano,CA,Passenger,1,0,1,218,219,0.46
March 31 2020,Sacramento,CA,Passenger,1,1,2,298,300,0.67
June 30 2023,New York,NY,Passenger,4,0,4,46,50,8
July 31 2024,Arlington,VA,Passenger,6,0,6,125,131,4.58
May 31 2025,Calhoun,AL,Passenger,0,1,1,3,4,25
December 31 2017,District of Columbia,DC,Passenger,0,3,3,192,195,1.54
December 31 2019,Brevard,FL,Passenger,0,1,1,100,101,0.99
September 30 2020,Montgomery,OH,Passenger,0,1,1,53,54,1.85
March 31 2020,Kitsap,WA,Passenger,1294,675,1969,181481,183450,1.07
September 30 2017,Hawaii,HI,Passenger,1,0,1,84,85,1.18
January 31 2023,Fairfax,VA,Passenger,13,3,16,704,720,2.22
July 31 2023,Autauga,AL,Passenger,2,1,3,17,20,15
October 31 2025,Doña Ana,NM,Passenger,0,1,1,10,11,9.09
September 30 2019,Franklin,WA,Truck,0,0,0,19531,19531,0
August 31 2021,Norfolk,VA,Passenger,2,3,5,315,320,1.56
January 31 2026,Salt Lake,UT,Passenger,0,1,1,106,107,0.93
May 31 2024,Madison,IL,Passenger,2,0,2,15,17,11.76
February 28 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
March 31 2024,Harris,TX,Passenger,3,2,5,186,191,2.62
April 30 2017,Okaloosa,FL,Passenger,1,0,1,191,192,0.52
May 31 2024,Morris,NJ,Passenger,1,0,1,12,13,7.69
October 31 2023,Allegheny,PA,Passenger,2,0,2,73,75,2.67
June 30 2020,Island,WA,Passenger,420,269,689,62578,63267,1.09
July 31 2024,Alameda,CA,Passenger,10,3,13,212,225,5.78
June 30 2021,Platte,MO,Passenger,1,0,1,15,16,6.25
April 30 2022,Chatham,NC,Passenger,1,0,1,9,10,10
April 30 2022,Washington,MD,Passenger,2,0,2,15,17,11.76
October 31 2024,Bell,TX,Passenger,3,2,5,257,262,1.91
July 31 2019,Klamath,OR,Passenger,1,0,1,46,47,2.13
August 31 2019,Ramsey,MN,Passenger,1,0,1,48,49,2.04
November 30 2022,Brown,WI,Passenger,1,0,1,9,10,10
November 30 2019,Whitman,WA,Truck,0,0,0,8576,8576,0
January 31 2021,Jefferson,WA,Truck,0,0,0,9592,9592,0
May 31 2019,Camden,NJ,Passenger,0,1,1,20,21,4.76
February 28 2025,Hamilton,IN,Passenger,2,0,2,24,26,7.69
November 30 2022,Hays,TX,Passenger,1,0,1,12,13,7.69
September 30 2021,Sevier,AR,Passenger,0,1,1,1,2,50
July 31 2022,Benton,WA,Passenger,777,463,1240,134916,136156,0.91
August 31 2025,Weld,CO,Passenger,3,0,3,11,14,21.43
May 31 2018,Howard,MD,Passenger,0,1,1,91,92,1.09
December 31 2023,Prince George's,MD,Truck,1,0,1,26,27,3.7
December 31 2024,Arlington,VA,Passenger,5,0,5,124,129,3.88
October 31 2021,Sonoma,CA,Passenger,0,1,1,110,111,0.9
February 28 2021,Sarasota,FL,Passenger,2,0,2,45,47,4.26
August 31 2024,Walla Walla,WA,Truck,16,0,16,13629,13645,0.12
February 28 2017,Los Angeles,CA,Passenger,2,1,3,1426,1429,0.21
December 31 2025,Horry,SC,Passenger,0,1,1,5,6,16.67
March 31 2024,Pierce,WA,Passenger,10214,3345,13559,519744,533303,2.54
January 31 2019,Carroll,NH,Passenger,0,1,1,1,2,50
May 31 2021,Randolph,NC,Passenger,1,0,1,8,9,11.11
August 31 2017,Anne Arundel,MD,Passenger,0,1,1,498,499,0.2
September 30 2019,Monroe,IL,Passenger,1,0,1,4,5,20
August 31 2024,Polk,OR,Passenger,1,1,2,20,22,9.09
October 31 2023,Frederick,MD,Passenger,2,1,3,65,68,4.41
November 30 2024,Virginia Beach,VA,Passenger,6,2,8,464,472,1.69
November 30 2018,Duval,FL,Passenger,1,2,3,394,397,0.76
March 31 2024,Walla Walla,WA,Truck,11,0,11,13596,13607,0.08
March 31 2025,Jefferson,AL,Passenger,1,0,1,21,22,4.55
October 31 2024,Prince George's,MD,Passenger,4,1,5,130,135,3.7
November 30 2022,Cowlitz,WA,Passenger,389,187,576,70051,70627,0.82
January 31 2024,Richmond,NY,Passenger,1,0,1,7,8,12.5
August 31 2024,Adams,WA,Truck,4,0,4,5394,5398,0.07
January 31 2025,Allen,IN,Passenger,1,1,2,13,15,13.33
June 30 2019,Nassau,NY,Passenger,4,0,4,42,46,8.7
September 30 2024,Goochland,VA,Passenger,4,0,4,63,67,5.97
April 30 2017,Grays Harbor,WA,Truck,0,0,0,19833,19833,0
April 30 2023,Pend Oreille,WA,Truck,0,0,0,5608,5608,0
January 31 2025,Polk,OR,Passenger,1,1,2,21,23,8.7
December 31 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
April 30 2023,Galveston,TX,Passenger,1,1,2,22,24,8.33
July 31 2022,Island,WA,Truck,6,0,6,21157,21163,0.03
March 31 2025,Prince George,VA,Passenger,3,1,4,62,66,6.06
July 31 2025,DuPage,IL,Passenger,5,0,5,34,39,12.82
February 28 2026,Monroe,WI,Passenger,0,1,1,12,13,7.69
January 31 2023,Moore,NC,Passenger,1,1,2,141,143,1.4
November 30 2023,St. Charles,MO,Passenger,0,1,1,35,36,2.78
October 31 2021,Skamania,WA,Passenger,58,39,97,8313,8410,1.15
August 31 2020,Chesapeake,VA,Passenger,1,1,2,443,445,0.45
April 30 2023,Wake,NC,Passenger,5,1,6,125,131,4.58
February 29 2024,Spokane,WA,Truck,77,0,77,101076,101153,0.08
September 30 2021,New Haven,CT,Passenger,1,0,1,36,37,2.7
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25
August 31 2021,Benton,WA,Passenger,565,412,977,135934,136911,0.71
October 31 2022,Wake,NC,Passenger,2,1,3,124,127,2.36
January 31 2020,Pinellas,FL,Passenger,1,1,2,129,131,1.53
October 31 2019,Fulton,GA,Passenger,0,3,3,108,111,2.7
December 31 2018,Whitman,WA,Truck,0,0,0,8544,8544,0
October 31 2023,San Joaquin,CA,Passenger,0,2,2,108,110,1.82
June 30 2024,Yuba,CA,Truck,1,0,1,10,11,9.09
November 30 2025,Arlington,VA,Passenger,3,0,3,105,108,2.78
November 30 2025,Howard,MD,Passenger,1,1,2,61,63,3.17
January 31 2020,Harris,TX,Passenger,1,0,1,305,306,0.33
November 30 2023,Pulaski,AR,Passenger,1,0,1,35,36,2.78
April 30 2019,Howard,MD,Passenger,0,1,1,84,85,1.18
November 30 2022,Hartford,CT,Passenger,1,0,1,40,41,2.44
March 31 2020,Wise,TX,Passenger,1,0,1,9,10,10
November 30 2018,Larimer,CO,Passenger,1,0,1,70,71,1.41
November 30 2018,District of Columbia,DC,Passenger,1,3,4,177,181,2.21
June 30 2023,Monterey,CA,Passenger,0,4,4,132,136,2.94
September 30 2023,Cowlitz,WA,Passenger,541,231,772,69680,70452,1.1
October 31 2019,Mason,WA,Truck,0,0,0,20455,20455,0
August 31 2021,Tom Green,TX,Passenger,0,1,1,22,23,4.35
September 30 2024,Hamilton,OH,Passenger,3,0,3,45,48,6.25
July 31 2022,Cascade,MT,Passenger,0,1,1,50,51,1.96
February 28 2025,Sauk,WI,Passenger,0,1,1,0,1,100
April 30 2020,Williams,ND,Passenger,0,1,1,12,13,7.69
October 31 2021,Charles,MD,Passenger,1,1,2,79,81,2.47
October 31 2025,Madison,AL,Passenger,2,0,2,40,42,4.76
May 31 2017,Okanogan,WA,Truck,0,0,0,16205,16205,0
May 31 2025,Clallam,WA,Passenger,996,443,1439,48573,50012,2.88
March 31 2024,Hamilton,OH,Passenger,3,0,3,44,47,6.38
March 31 2024,Jefferson,WA,Truck,20,0,20,9202,9222,0.22
November 30 2019,Palm Beach,FL,Passenger,0,2,2,90,92,2.17
June 30 2022,Beaufort,SC,Passenger,1,0,1,41,42,2.38
December 31 2025,St. Johns,FL,Passenger,1,0,1,30,31,3.23
February 28 2021,Thurston,WA,Truck,0,0,0,56321,56321,0
November 30 2022,Washington,OR,Passenger,1,0,1,370,371,0.27
February 29 2024,Sonoma,CA,Passenger,3,2,5,89,94,5.32
February 28 2022,Allen,IN,Passenger,1,0,1,23,24,4.17
August 31 2019,Montgomery,TX,Passenger,1,0,1,71,72,1.39
December 31 2024,Yolo,CA,Passenger,3,0,3,39,42,7.14
December 31 2019,Fairbanks North Star,AK,Passenger,0,1,1,96,97,1.03
September 30 2024,Centre,PA,Passenger,1,0,1,11,12,8.33
July 31 2025,Marin,CA,Truck,1,0,1,7,8,12.5
January 31 2023,Kitsap,WA,Passenger,2824,1160,3984,175687,179671,2.22
October 31 2025,Monona,IA,Passenger,1,0,1,1,2,50
June 30 2019,Stevens,WA,Truck,0,0,0,18638,18638,0
July 31 2021,Riverside,CA,Passenger,7,0,7,647,654,1.07
April 30 2020,Charles,MD,Passenger,0,1,1,79,80,1.25
November 30 2021,Montgomery,MD,Passenger,2,4,6,241,247,2.43
June 30 2024,McLennan,TX,Passenger,1,0,1,13,14,7.14
December 31 2021,Wake,NC,Passenger,1,1,2,152,154,1.3
January 31 2023,Prince George's,MD,Truck,1,0,1,29,30,3.33
July 31 2019,Franklin,WA,Passenger,52,70,122,60102,60224,0.2
October 31 2021,Salt Lake,UT,Passenger,1,1,2,218,220,0.91
October 31 2017,Okanogan,WA,Truck,0,0,0,16238,16238,0
August 31 2023,St. Louis,MO,Passenger,1,0,1,76,77,1.3
March 31 2018,Caddo,LA,Passenger,0,1,1,24,25,4
December 31 2023,Fairfax,VA,Passenger,21,7,28,661,689,4.06
September 30 2025,Clallam,WA,Truck,60,0,60,21090,21150,0.28
August 31 2019,Barnstable,MA,Passenger,1,0,1,28,29,3.45
December 31 2019,Montgomery,PA,Passenger,2,0,2,36,38,5.26
May 31 2020,Clark,WA,Truck,0,0,0,81822,81822,0
April 30 2025,Bannock,ID,Passenger,1,0,1,8,9,11.11
March 31 2023,Skamania,WA,Truck,1,0,1,3853,3854,0.03
August 31 2021,Monterey,CA,Passenger,0,2,2,160,162,1.23
October 31 2019,Shelby,TN,Passenger,0,1,1,106,107,0.93
December 31 2021,Harris,TX,Passenger,1,1,2,247,249,0.8
September 30 2023,Penobscot,ME,Passenger,0,1,1,7,8,12.5
February 28 2019,Cochise,AZ,Passenger,0,1,1,123,124,0.81
September 30 2022,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
August 31 2021,Virginia Beach,VA,Passenger,1,0,1,635,636,0.16
July 31 2021,Suffolk,VA,Passenger,1,0,1,133,134,0.75
December 31 2024,Burlington,NJ,Passenger,0,2,2,78,80,2.5
December 31 2017,Travis,TX,Passenger,1,0,1,210,211,0.47
July 31 2022,Providence,RI,Passenger,1,0,1,22,23,4.35
August 31 2019,Asotin,WA,Truck,0,0,0,6682,6682,0
November 30 2021,Harford,MD,Passenger,1,1,2,64,66,3.03
April 30 2017,Franklin,WA,Truck,0,0,0,17993,17993,0
July 31 2022,Dakota,MN,Passenger,0,1,1,21,22,4.55
June 30 2022,Arapahoe,CO,Passenger,0,1,1,111,112,0.89
March 31 2021,Sevier,AR,Passenger,0,1,1,1,2,50
June 30 2023,Cowlitz,WA,Truck,9,0,9,28221,28230,0.03
August 31 2018,Maricopa,AZ,Passenger,1,3,4,1771,1775,0.23
February 28 2018,Portsmouth,VA,Passenger,0,1,1,74,75,1.33
January 31 2025,DeKalb,GA,Truck,1,0,1,1,2,50
April 30 2025,Mecklenburg,NC,Passenger,1,0,1,56,57,1.75
December 31 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
January 31 2024,Mecklenburg,NC,Passenger,3,0,3,67,70,4.29
October 31 2025,Forsyth,GA,Passenger,1,0,1,8,9,11.11
April 30 2021,Palm Beach,FL,Passenger,1,1,2,85,87,2.3
July 31 2018,Washoe,NV,Passenger,1,0,1,125,126,0.79
April 30 2020,King,WA,Truck,5,1,6,181326,181332,0
January 31 2017,Walla Walla,WA,Passenger,16,21,37,34842,34879,0.11
November 30 2021,Chatham,NC,Passenger,1,0,1,9,10,10
December 31 2018,Palm Beach,FL,Passenger,0,2,2,100,102,1.96
August 31 2017,Clark,WA,Truck,0,0,0,77849,77849,0
January 31 2025,Comanche,OK,Passenger,1,0,1,95,96,1.04
December 31 2020,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
January 31 2022,Hudson,NJ,Passenger,3,0,3,51,54,5.56
January 31 2018,Palm Beach,FL,Passenger,0,2,2,93,95,2.11
June 30 2018,Prince William,VA,Passenger,0,5,5,257,262,1.91
June 30 2020,Orange,NC,Passenger,1,0,1,13,14,7.14
December 31 2025,Spokane,WA,Passenger,5198,2204,7402,315843,323245,2.29
April 30 2023,Dorchester,SC,Passenger,1,0,1,66,67,1.49
March 31 2021,Lane,OR,Passenger,0,1,1,162,163,0.61
April 30 2018,Dakota,MN,Passenger,0,2,2,41,43,4.65
October 31 2023,Ferry,WA,Truck,0,0,0,3529,3529,0
July 31 2017,Prince William,VA,Passenger,0,4,4,264,268,1.49
July 31 2018,Clark,WA,Truck,0,0,0,79192,79192,0
September 30 2018,Deschutes,OR,Passenger,2,0,2,187,189,1.06
December 31 2024,Douglas,NV,Passenger,1,0,1,5,6,16.67
August 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25
March 31 2019,Asotin,WA,Truck,0,0,0,6627,6627,0
October 31 2022,Penobscot,ME,Passenger,0,2,2,10,12,16.67
October 31 2022,Chelan,WA,Truck,8,0,8,23047,23055,0.03
August 31 2019,St. Mary's,MD,Passenger,1,0,1,226,227,0.44
September 30 2021,Lake,FL,Passenger,1,0,1,30,31,3.23
June 30 2025,Sarpy,NE,Truck,1,0,1,21,22,4.55
August 31 2021,Champaign,IL,Passenger,1,0,1,13,14,7.14
June 30 2023,Providence,RI,Passenger,1,0,1,19,20,5
September 30 2020,Clallam,WA,Passenger,244,174,418,49830,50248,0.83
January 31 2023,Orange,CA,Passenger,16,4,20,484,504,3.97
January 31 2024,Rockingham,NH,Passenger,1,0,1,17,18,5.56
February 28 2026,Marin,CA,Passenger,2,1,3,29,32,9.38
January 31 2025,Broward,FL,Passenger,2,0,2,62,64,3.12
September 30 2025,Platte,MO,Passenger,0,1,1,12,13,7.69
September 30 2018,Okanogan,WA,Truck,0,0,0,16496,16496,0
July 31 2021,Chesapeake,VA,Passenger,1,2,3,435,438,0.68
December 31 2017,Clark,WA,Passenger,850,573,1423,304115,305538,0.47
March 31 2023,Pinellas,FL,Passenger,2,0,2,82,84,2.38
February 28 2022,Sevier,AR,Passenger,0,1,1,1,2,50
May 31 2025,Grant,WA,Truck,53,0,53,28240,28293,0.19
February 28 2021,Monroe,IL,Passenger,1,0,1,2,3,33.33
December 31 2022,Mason,WA,Truck,6,0,6,20785,20791,0.03
July 31 2023,Rockingham,VA,Passenger,1,0,1,3,4,25
November 30 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
February 28 2021,Baltimore,MD,Passenger,1,0,1,116,117,0.85
February 28 2022,Champaign,IL,Passenger,1,0,1,14,15,6.67
February 28 2023,Lincoln,WA,Passenger,16,17,33,7719,7752,0.43
January 31 2017,Northampton,PA,Passenger,2,0,2,257,259,0.77
September 30 2020,Sacramento,CA,Passenger,1,1,2,286,288,0.69
June 30 2023,Dakota,MN,Passenger,1,1,2,19,21,9.52
September 30 2024,Tooele,UT,Passenger,1,0,1,10,11,9.09
June 30 2022,Klickitat,WA,Truck,0,0,0,8275,8275,0
October 31 2025,Suffolk,VA,Passenger,2,1,3,83,86,3.49
September 30 2025,Fayette,KY,Passenger,1,0,1,7,8,12.5
May 31 2018,Adams,WA,Passenger,5,5,10,12585,12595,0.08
December 31 2024,Clallam,WA,Passenger,896,407,1303,48506,49809,2.62
June 30 2022,Forsyth,GA,Passenger,1,0,1,18,19,5.26
September 30 2024,Island,WA,Passenger,1614,562,2176,59981,62157,3.5
March 31 2023,Okanogan,WA,Passenger,113,58,171,26004,26175,0.65
June 30 2025,Kings,CA,Passenger,3,0,3,238,241,1.24
August 31 2025,San Joaquin,CA,Passenger,0,1,1,84,85,1.18
July 31 2019,Ferry,WA,Truck,0,0,0,3582,3582,0
November 30 2023,Cowlitz,WA,Truck,13,0,13,27967,27980,0.05
October 31 2025,Barnstable,MA,Passenger,1,0,1,10,11,9.09
September 30 2021,Broward,FL,Passenger,2,0,2,118,120,1.67
February 28 2026,Benton,OR,Passenger,1,0,1,24,25,4
April 30 2019,District of Columbia,DC,Passenger,1,1,2,187,189,1.06
March 31 2022,Utah,UT,Passenger,1,0,1,141,142,0.7
August 31 2024,Cleveland,OK,Passenger,1,0,1,29,30,3.33
September 30 2018,Suffolk,MA,Passenger,0,1,1,45,46,2.17
September 30 2019,Orange,CA,Passenger,9,3,12,575,587,2.04
April 30 2022,Sedgwick,KS,Passenger,0,1,1,92,93,1.08
January 31 2026,Lewis,WA,Truck,41,0,41,25093,25134,0.16
May 31 2022,Cowlitz,WA,Passenger,321,176,497,70550,71047,0.7
April 30 2025,Ocean,NJ,Passenger,1,0,1,18,19,5.26
December 31 2020,Washington,WI,Passenger,1,0,1,3,4,25
January 31 2022,Cowlitz,WA,Truck,0,1,1,28903,28904,0
August 31 2025,DuPage,IL,Truck,1,0,1,7,8,12.5
September 30 2021,Palm Beach,FL,Passenger,1,1,2,78,80,2.5
November 30 2024,Albemarle,VA,Passenger,2,0,2,20,22,9.09
August 31 2019,Davidson,TN,Passenger,1,0,1,93,94,1.06
June 30 2018,Lee,FL,Passenger,1,0,1,60,61,1.64
October 31 2017,Maui,HI,Passenger,1,0,1,68,69,1.45
January 31 2026,Churchill,NV,Passenger,0,1,1,31,32,3.12
June 30 2021,Frederick,MD,Passenger,1,1,2,64,66,3.03
March 31 2023,Lee,AL,Passenger,1,0,1,24,25,4
September 30 2024,Washington,OR,Passenger,3,1,4,268,272,1.47
January 31 2021,Pierce,WA,Passenger,2953,1791,4744,554483,559227,0.85
January 31 2024,Allen,IN,Passenger,1,0,1,18,19,5.26
October 31 2019,Juneau,AK,Passenger,0,2,2,35,37,5.41
February 28 2026,Bell,TX,Passenger,2,2,4,176,180,2.22
November 30 2022,Bernalillo,NM,Passenger,1,0,1,109,110,0.91
April 30 2025,Benton,OR,Passenger,1,0,1,28,29,3.45
April 30 2019,Essex,MA,Passenger,1,0,1,29,30,3.33
July 31 2019,Clallam,WA,Truck,1,0,1,21806,21807,0
January 31 2024,Snohomish,WA,Passenger,16676,3687,20363,524747,545110,3.74
May 31 2022,Mason,WA,Passenger,301,176,477,47212,47689,1
January 31 2024,Tompkins,NY,Passenger,1,0,1,16,17,5.88
September 30 2024,Lake,IN,Passenger,1,0,1,5,6,16.67
April 30 2023,Alexandria,VA,Passenger,3,0,3,122,125,2.4
October 31 2019,Lincoln,OR,Passenger,1,0,1,51,52,1.92
January 31 2018,Hardin,KY,Passenger,0,1,1,119,120,0.83
April 30 2023,Hamilton,IN,Passenger,1,0,1,29,30,3.33
February 29 2024,Loudoun,VA,Passenger,2,1,3,64,67,4.48
March 31 2025,Marin,CA,Passenger,2,2,4,33,37,10.81
August 31 2024,Honolulu,HI,Passenger,5,1,6,321,327,1.83
February 28 2018,Twin Falls,ID,Passenger,0,1,1,27,28,3.57
August 31 2020,Pend Oreille,WA,Truck,0,0,0,5738,5738,0
July 31 2025,San Mateo,CA,Truck,1,0,1,4,5,20
December 31 2023,Wise,TX,Passenger,2,0,2,8,10,20
May 31 2024,Volusia,FL,Truck,1,0,1,4,5,20
January 31 2025,San Bernardino,CA,Passenger,5,1,6,372,378,1.59
December 31 2017,Walla Walla,WA,Passenger,29,32,61,35263,35324,0.17
December 31 2018,Snohomish,WA,Passenger,2914,1437,4351,526820,531171,0.82
March 31 2024,Harnett,NC,Passenger,4,0,4,153,157,2.55
December 31 2023,Stafford,VA,Passenger,3,0,3,81,84,3.57
September 30 2019,New London,CT,Passenger,0,1,1,237,238,0.42
August 31 2022,Denton,TX,Passenger,2,0,2,92,94,2.13
August 31 2022,Northampton,PA,Passenger,1,0,1,45,46,2.17
June 30 2019,Cameron,TX,Passenger,1,0,1,38,39,2.56
March 31 2025,St. Landry,LA,Passenger,1,0,1,1,2,50
November 30 2017,Yakima,WA,Truck,0,0,0,57901,57901,0
March 31 2022,Denton,TX,Passenger,2,0,2,100,102,1.96
May 31 2023,Madison,IL,Passenger,2,0,2,19,21,9.52
April 30 2022,Lincoln,WA,Passenger,7,18,25,7646,7671,0.33
